epoch,loss
1,1793.49854992282
2,724.7539274154171
3,676.7704758182649
4,598.379167126071
5,484.61995426301036
6,468.67058427872195
7,440.32369872062435
8,496.82424656037364
9,393.7023512317288
10,428.88504348262666
11,400.9705392160723
12,373.8358621904927
13,363.4572905263593
14,378.0271809485651
15,365.7680288745511
16,352.1766618297946
17,377.3219739852413
18,310.35575522145916
19,324.26528081586287
20,345.0864148293772
21,299.75546400008665
22,288.82525831653226
23,334.37451011903823
24,288.2556160957582
25,302.6397531570927
26,311.2098027506182
27,288.50957636679374
28,324.02248764038086
29,276.01679278958227
30,305.82376935405114
31,296.68042201380575
32,324.32765640751006
33,261.31350548036636
34,290.7645487631521
35,312.6569042821084
36,274.29297834827054
37,299.31908022972846
38,276.3905302478421
39,268.17854124499905
40,266.1914218779533
41,256.04202615061115
42,281.85660073064986
43,277.6115603293142
44,306.66353336457286
45,252.6675508560673
46,239.45904381044448
47,259.09170396866335
48,244.90251799552672
49,241.22731645645635
50,285.8891099499118
51,261.2963937328708
52,210.79507778536887
53,256.75407791137695
54,251.36044213079637
55,272.50200468494046
56,261.4817435972152
57,226.06032353062784
58,201.51379529891474
59,253.09146831881614
60,238.51461484355312
61,227.10234605112385
62,219.66275565854966
63,214.75140479303175
64,207.72494580668788
65,207.53511736469883
66,224.70446334346647
67,236.33095858173985
68,270.5337377978909
69,239.10567117506457
70,246.52171153406942
71,242.27679910967427
72,226.90861092844318
73,286.5001703077747
74,232.27660369873047
75,225.70738312505907
76,236.41442446554862
77,241.06765328684162
78,201.39230795829528
79,229.4022634567753
80,221.92500302099413
81,213.95776834795552
82,220.94586212404312
83,227.08721357776272
84,240.85820364182996
85,210.10106074425482
86,228.68143383149177
87,221.08669465587985
88,231.14685944587953
89,211.82385795347153
90,213.07186225152785
91,188.2773526714694
92,193.91314125061035
93,215.57231681577622
94,232.21573718901604
95,239.43785956598097
96,195.54334105214764
97,227.7979987359816
98,211.48068815662015
99,205.57225922615297
100,212.4135645589521
101,232.23071104480374
102,237.16067221856886
103,216.47478774286085
104,221.12735895956718
105,206.0775315684657
106,213.77897847083307
107,220.200841165358
108,218.43505225643034
109,217.39647982197422
110,227.12458641298355
111,210.8654198800364
112,201.62993837171985
113,241.6258318501134
114,210.38803617415888
115,236.7332609853437
116,203.9537102483934
117,241.14377600146878
118,205.99955257292717
119,220.83438227253575
120,203.77642969931327
121,190.1728993077432
122,192.19304004792244
123,211.4608261354508
124,199.0742542512955
125,189.31420658480735
126,176.9218613409227
127,211.831845806491
128,206.87665114864225
129,218.270657508604
130,207.30791762567335
131,213.92948199856667
132,213.22067273047662
133,207.28648019606067
134,220.30896377563477
135,233.71617108006632
136,204.465515013664
137,180.73805181441767
138,213.83738628510505
139,211.05747512079054
140,219.2966965090844
141,203.57927365456857
142,221.47833036607312
143,191.65919654600083
144,202.22226284396262
145,218.35353236044608
146,243.83623695373535
147,217.83452901532573
148,196.85536790663195
149,209.00361448718655
150,232.73730733317714
151,198.57636667067004
152,202.28422109542353
153,212.18595184818392
154,191.12839028143114
155,166.80007227005498
156,178.88928524140388
157,202.16126521941155
158,204.61777705530966
159,193.671969444521
160,188.80183718281407
161,182.4082884019421
162,214.22610375189012
163,174.87530419134325
164,208.34117600225633
165,186.80192418252267
166,208.5101365735454
167,185.2662637156825
168,227.48761417019753
169,190.25379746960056
170,208.60716149114793
171,236.32292464471632
172,188.1277007441367
173,204.2869348218364
174,220.69116340144987
175,219.87414193922473
176,194.2914297657628
177,167.14090298068137
178,194.19678411176127
179,207.25870716956354
180,220.58604381930442
181,210.64804950837166
182,186.69607697763752
183,196.42299196797032
184,185.32410301700716
185,191.4988730030675
186,189.977874694332
187,213.55780207726264
188,171.15383474288447
189,182.64465393558626
190,174.97514475545574
191,180.1281880409487
192,187.30095432650657
193,181.3919205204133
194,231.70083415123725
195,198.56935402654833
196,199.91537715542702
197,215.39080256800497
198,192.71264808408677
199,205.75737805520333
200,191.45415619880922
201,204.59301179455173
202,228.16229118839388
203,171.35297769115817
204,213.6354259060275
205,205.0378299220916
206,204.5902084227531
207,195.1681860646894
208,188.28548942073698
209,213.58454285898517
210,202.17218337520475
211,242.9296486762262
212,209.17515859296245
213,169.08150752898186
214,183.41067295689737
215,181.57181346031928
216,204.643830637778
217,178.26689984721523
218,219.77678218964607
219,179.28534938443093
220,182.99763747184508
221,172.11641520838583
222,192.17584843789376
223,227.1488798203007
224,202.64523967619866
225,167.87093623991936
226,182.18184729545348
227,190.8357698994298
228,175.65064768637382
229,217.32607429258286
230,197.66428319869502
231,204.80333469760032
232,197.7849024495771
233,219.4810012694328
234,173.71645099886
235,186.90252740921514
236,159.90355516249133
237,211.00281770767705
238,175.84700713619108
239,175.0936540172946
240,160.91914060038906
241,196.20049753496724
242,176.64039599510932
243,191.09473683757167
244,169.81152479110224
245,207.32560286983366
246,183.78566594277657
247,209.06394776990336
248,195.25073223729288
249,187.9792249741093
250,200.53713927730436
