epoch,loss
1,1824.1688183199974
2,804.9320629489038
3,674.1205257292717
4,562.1314382245464
5,555.0780516593687
6,510.6299312960717
7,449.2589145783455
8,445.1906740742345
9,384.8353972896453
10,404.3073490511986
11,374.0479863074518
12,430.56072407384073
13,411.1457642586
14,361.887646459764
15,338.1697657185216
16,371.59188252110636
17,400.1466229346491
18,327.7302104580787
19,350.007559991652
20,294.58713150024414
21,306.4342498779297
22,331.06188534152125
23,354.28738686346236
24,322.952024644421
25,309.9705074679467
26,273.93410085862683
27,287.64999525008665
28,301.84683375204764
29,327.6653441152265
30,359.3934081908195
31,276.5664517802577
32,284.56078584732546
33,274.516841765373
34,315.9063815455283
35,301.3151659811697
36,302.2086442516696
37,271.5854434351767
38,300.6153573066957
39,261.41214333811115
40,238.27055666523594
41,234.90898335364557
42,269.25052864320816
43,234.49863938362367
44,234.65230375720608
45,267.9747539028045
46,282.89186293079007
47,251.97918725782824
48,244.08412859516758
49,264.45065467588364
50,229.93424126409715
51,240.04876807428175
52,253.86156389790196
53,221.86336037420458
54,244.51149417508034
55,249.7785020643665
56,279.00771713256836
57,231.4550087221207
58,269.97685124797204
59,238.58598192276494
60,242.75109407978672
61,208.48742195867723
62,254.20026699189216
63,264.12171259234026
64,222.44057403072233
65,227.56751386580927
66,234.69516717233967
67,214.44760891699022
68,241.54263379496913
69,230.07052809192288
70,228.58740480484502
71,222.28584363383632
72,266.05548397187266
73,246.01144323041362
74,231.83371045512538
75,236.28071280448668
76,253.5535505971601
77,258.78494754914317
78,210.32434352751702
79,276.8287032342726
80,221.84053956308674
81,211.66111398512317
82,220.48893946986044
83,252.1591982687673
84,248.57157731825305
85,251.64156200039773
86,229.5590961825463
87,202.78322195237683
88,217.38820709720736
89,211.44890631398846
90,228.68573711764427
91,225.335571042953
92,257.8439596237675
93,250.8110590288716
94,230.4136465749433
95,212.0579078428207
96,226.56096636864447
97,184.6156445780108
98,213.40754908900107
99,220.87503716253465
100,204.94016438145792
101,207.95143447383757
102,244.21442265664376
103,211.36195656561083
104,207.35696528034825
105,218.21677466361754
106,188.59642397972846
107,230.27172199372322
108,220.5988458202731
109,226.14792977609943
110,197.6279811243857
111,211.66752144598192
112,235.7928071791126
113,202.91757165232013
114,240.1800412824077
115,241.10431991084928
116,226.87793645551127
117,206.9892085905998
118,177.2288878040929
119,214.0867497228807
120,211.66500436106037
121,231.38169307093466
122,207.96347427368164
123,206.7896594385947
124,190.75132133114724
125,205.5666439302506
126,223.11317640735257
127,200.67815140754945
128,222.38620899569602
129,209.75917139360982
130,222.17413028593987
131,199.11592188189107
132,248.56893920898438
133,216.9536682251961
134,207.16153692430066
135,252.8344634271437
136,190.12586655155306
137,206.44260455716042
138,197.80111755863314
139,214.5842667856524
140,176.85482166659446
141,189.2140370030557
142,191.15387116709064
143,214.1899329154722
144,207.59591637888263
145,198.10676020960653
146,220.3170533949329
147,226.48528640500962
148,209.47938919067383
149,222.96770243490897
150,195.71290176145493
151,197.13239079137003
152,170.98803372536935
153,231.4204864501953
154,202.43423683412612
155,187.9448687645697
156,207.54767245631064
157,201.4360456159038
158,224.11383610387003
159,217.95877099806262
160,204.9687279116723
161,227.44936500057096
162,215.2194580570344
163,179.9670591662007
164,211.20942798737556
165,203.87034385435044
166,197.6987389595278
167,208.54055921493037
168,200.7384898278021
169,197.14537220616495
170,199.5899528380363
171,188.26820450444376
172,193.4334110136955
173,176.82335970478672
174,206.39078817059917
175,199.51547050476074
176,178.72425048582016
177,219.67486181566792
178,174.98934665802986
179,209.31736183166504
180,198.44697687702794
181,196.98981260484265
182,210.8578318319013
183,193.11005389305853
184,187.8060059701243
185,206.82650793752362
186,170.9816200502457
187,190.54341943802373
188,183.88446100296514
189,183.5302868504678
190,181.54179739182996
191,203.40179634094238
192,224.92136899886592
193,202.93351038040655
194,185.24590615303285
195,212.57388047249086
196,212.36652306587465
197,200.80667101952338
198,185.25121362747686
199,186.86827062791394
200,188.9350399509553
201,202.97329515026462
202,193.15019293754332
203,178.84779948572958
204,191.9530434147004
205,164.70907648148076
206,206.9113613251717
207,229.17847147295552
208,188.50382491080993
209,199.05032668575163
210,198.38050805368732
211,196.90804807601435
212,201.37194122806673
213,216.3338493224113
214,190.55191962949692
215,181.77591163881362
216,192.7209599402643
217,215.9736872642271
218,190.1325281204716
219,185.41238754026352
220,192.25953120570028
221,174.19498375923402
222,206.19310409792007
223,195.82816437752015
224,147.49188921528477
225,186.17868971055555
226,190.8378212221207
227,176.45548180610902
228,165.91128706162976
229,166.82113315213113
230,207.05232774057697
231,183.16948964518886
232,179.72062923062234
233,211.5409462221207
234,200.16464836366714
235,173.6502344685216
236,212.48578545355028
237,198.17927840448195
238,181.2266591595065
239,203.68992596287882
240,160.25218815957345
241,196.51027470250284
242,182.83865325681626
243,198.3194741895122
244,179.0670939414732
245,180.48252659459268
246,176.53747841619676
247,195.37154308442146
248,186.1003047573951
249,214.18170910496866
250,181.8587760925293
251,183.92811412196005
252,204.01241080991684
253,196.6538583386329
254,203.84183108422064
255,185.26278809578187
256,207.96079118790166
257,194.69853868792134
258,166.1626565994755
259,192.32774716038858
260,178.18998182973553
261,177.55900278399068
262,157.89839486152894
263,209.76592537664598
264,208.97232812450778
265,181.51432135797316
266,175.06006954562278
267,184.12398209110384
268,195.55361833880025
269,168.08931178431357
270,188.5000331017279
271,192.57187640282416
272,190.05979734851468
273,162.9582168825211
274,208.7604282133041
275,200.84811167563163
276,214.93333850368376
277,180.91020294927782
278,170.45735297664518
279,190.77324793415684
280,194.023041202176
281,201.2588686173962
282,186.18308325736754
283,183.67914747422742
284,189.48049016152657
285,191.78322881267917
286,203.05795669555664
287,176.2652632805609
288,199.29889605122227
289,210.84441049637334
290,181.8688550149241
291,158.8998682575841
292,178.0717639307822
293,204.3204111899099
294,173.72118011597664
295,204.9751707507718
296,191.04838900412284
297,182.80648532990486
298,201.77559369610202
299,174.58769564474784
300,178.6088002112604
301,189.96780992323352
302,182.75666076906265
303,173.84964755273634
304,188.47217159886515
305,189.60726085785896
306,178.2958308189146
307,178.3823423693257
308,177.14212497588127
309,175.4304100159676
310,169.97642264827604
311,164.19006679904075
312,191.0694845876386
313,194.29187971545804
314,198.63833882731777
315,173.52385847030146
316,187.03727679098807
317,188.74953429929673
318,175.46008503821588
319,161.63662424395162
320,166.09820310531123
321,191.97913382130284
322,155.22833282716812
323,174.0858381025253
324,191.18030461957377
325,184.3571873941729
326,182.13818051738124
327,166.1556650592435
328,205.99086121589906
329,175.04746867764382
330,169.7322889143421
331,180.20673745678317
332,179.90162369512743
333,175.37636516940208
334,179.64244251866495
335,152.47133424205165
336,173.30224375570975
337,171.65571914180632
338,172.30403327941895
339,184.18732070922852
340,193.79370197173088
341,177.68977263665968
342,186.88465450656028
343,209.17247895271547
344,187.28810279600083
345,188.84912700037802
346,185.32569309972948
347,196.8429031987344
348,188.55133407346665
349,158.7303279753654
350,177.34788876195108
351,183.56856782974737
352,168.17072080796765
353,184.07454281468546
354,172.05035523445375
355,181.01088474642845
356,185.75642118146342
357,164.82009057075746
358,162.57174061190696
359,205.6983796396563
360,178.1656260951873
361,165.36860773640294
362,174.7645795883671
363,195.11600740494268
364,181.29563546949817
365,186.9280041110131
366,180.02906762399982
367,164.13880632769676
368,179.25246269472183
369,201.9133251251713
370,178.9091707660306
371,187.7207217677947
372,197.25798197715514
373,157.75804402751308
374,204.18540087053853
375,192.4368518091017
376,173.9692283753426
377,186.65556646162463
378,182.63031128914125
379,188.31973875722576
380,176.2465368086292
381,189.09959165511592
382,169.29317714322
383,158.14740820853942
384,168.75447550127583
385,165.91697585198187
386,181.66246555697532
387,169.05434423877347
388,202.12711432672316
389,182.58497616552538
390,174.24078824443203
391,175.13090447456605
392,179.82398500750142
393,189.28416645911432
394,161.52492960037725
395,170.71563474593623
396,187.24432717600178
397,156.4310146454842
398,163.779420668079
399,161.3194513013286
400,189.05594579635127
401,194.381624098747
402,172.57990744806105
403,203.17567640735257
404,185.01921592220182
405,177.09763920691705
406,163.77642693058138
407,202.61485149014382
408,154.17786444387127
409,176.59380962002663
410,168.11457843165243
411,171.75235791360177
412,183.5397528986777
413,179.04329779840285
414,192.47928274831463
415,184.2980781062957
416,147.59142088120984
417,182.0225481833181
418,160.69759319674583
419,165.0975615286058
420,157.98856673702116
421,162.13724677793442
422,166.4406325432562
423,192.58057680437642
424,203.84243700581212
425,184.4882387345837
426,152.8347550669024
427,168.94647136811287
428,170.7352995718679
429,173.3683696869881
430,169.54226564591931
431,172.28624586905204
432,161.44595681467365
433,147.92262464954007
434,164.30754729240172
435,179.05640565195392
436,188.43514528582173
437,146.82557985859532
438,183.84422702174032
439,170.7767442887829
440,193.93277860456897
441,160.34106937531502
442,170.50790380662488
443,157.15442300611926
444,164.4596317660424
445,146.27070814563382
446,172.0455968918339
447,181.06216744453675
448,174.0684767077046
449,178.80147078729445
450,158.15871915509624
451,188.3636805626654
452,160.7225578061996
453,187.17039492822462
454,184.362790015436
455,163.0560399332354
456,173.46490007831204
457,155.60655169333182
458,193.17394441173923
459,176.14463313933342
460,181.00161090973884
461,148.8319561250748
462,178.11743373255575
463,166.78900712536228
464,165.5278278473885
465,163.46524610827046
466,159.6930030699699
467,160.032924221408
468,138.38623259144444
469,155.91066511215703
470,163.27506600656818
471,152.73222803300428
472,182.48957769332392
473,176.75268696200462
474,163.87365067389703
475,159.73261943940193
476,153.1944428105508
477,170.19123458862305
478,151.8682200524115
479,176.61163490049302
480,174.2174054422686
481,167.22764981177545
482,165.09515959216702
483,161.2236211222987
484,183.17640218427104
485,176.06335763008363
486,137.03995473923223
487,186.00850400617045
488,173.35986248139412
489,193.4366581824518
490,182.35084287581904
491,171.51441327987177
492,153.8518416804652
493,170.35286608049947
494,173.98716954262025
495,148.0312781487742
496,176.76497176385695
497,191.0862631643972
498,155.0024418369416
499,163.67090009873914
500,164.86701756138956
